t, V, alpha, gamma, Q, T_cmd, elv_cmd, T_act, elv_act, gust
1.467202212490959568e+01,6.599097009393281255e+00,9.001674596109507376e-02,9.324538324763737007e-03,-1.151310015450850328e-02,1.344807065312301653e+00,-2.359648321135837667e-02,1.344807065312301653e+00,-2.359648321135837667e-02,0.000000000000000000e+00
1.468202212490959724e+01,6.599921188171665953e+00,8.997757596309514938e-02,9.248300303541108144e-03,-1.156820191442750265e-02,1.343882978766224534e+00,-2.362165155871216379e-02,1.343882978766224534e+00,-2.362165155871216379e-02,0.000000000000000000e+00
1.469202212490959703e+01,6.600743097852062924e+00,8.993866441444939297e-02,9.171261933749216833e-03,-1.162147811862686113e-02,1.342953245014007368e+00,-2.364509361639347343e-02,1.342953245014007368e+00,-2.364509361639347343e-02,0.000000000000000000e+00
1.470202212490959681e+01,6.601562752457649452e+00,8.990001011210324577e-02,9.093442629260203164e-03,-1.167293764012374870e-02,1.342017941563302674e+00,-2.366684041514625567e-02,1.342017941563302674e+00,-2.366684041514625567e-02,0.000000000000000000e+00
1.471202212490959660e+01,6.602380164857635236e+00,8.986161191879496468e-02,9.014861668964143510e-03,-1.172259006418955793e-02,1.341077145556022421e+00,-2.368692233381496787e-02,1.341077145556022421e+00,-2.368692233381496787e-02,0.000000000000000000e+00
1.472202212490959639e+01,6.603195346852675840e+00,8.982346863104063994e-02,8.935538287365079463e-03,-1.177044543081772789e-02,1.340130933974104321e+00,-2.370536973269631031e-02,1.340130933974104321e+00,-2.370536973269631031e-02,0.000000000000000000e+00
1.473202212490959617e+01,6.604008309186310655e+00,8.978557897783315256e-02,8.855491671947417903e-03,-1.181651421644497324e-02,1.339179383662919776e+00,-2.372221296004956015e-02,1.339179383662919776e+00,-2.372221296004956015e-02,0.000000000000000000e+00
1.474202212490959596e+01,6.604819061544966452e+00,8.974794162064209102e-02,8.774740963175917119e-03,-1.186080733395127387e-02,1.338222571331271427e+00,-2.373748235209650198e-02,1.338222571331271427e+00,-2.373748235209650198e-02,0.000000000000000000e+00
1.475202212490959752e+01,6.605627612558410355e+00,8.971055515377918121e-02,8.693305254069012486e-03,-1.190333613252170762e-02,1.337260573551771969e+00,-2.375120823131241649e-02,1.337260573551771969e+00,-2.375120823131241649e-02,0.000000000000000000e+00
1.476202212490959731e+01,6.606433969822594676e+00,8.967341820739814506e-02,8.611203489616744283e-03,-1.194411246396847627e-02,1.336293466789781004e+00,-2.376342041474590119e-02,1.336293466789781004e+00,-2.376342041474590119e-02,0.000000000000000000e+00
1.477202212490959710e+01,6.607238139829299861e+00,8.963652955552120494e-02,8.528454375164629814e-03,-1.198314883282275943e-02,1.335321327399515257e+00,-2.377414768833358352e-02,1.335321327399515257e+00,-2.377414768833358352e-02,0.000000000000000000e+00
1.478202212490959688e+01,6.608040128061446694e+00,8.959988793610160207e-02,8.445076521571840550e-03,-1.202045812702300619e-02,1.334344231720647755e+00,-2.378341867639305329e-02,1.334344231720647755e+00,-2.378341867639305329e-02,0.000000000000000000e+00
1.479202212490959667e+01,6.608839939042843170e+00,8.956349203195858311e-02,8.361088453177943983e-03,-1.205605354989547351e-02,1.333362256117470501e+00,-2.379126193739204698e-02,1.333362256117470501e+00,-2.379126193739204698e-02,0.000000000000000000e+00
1.480202212490959646e+01,6.609637576338186271e+00,8.952734047077741397e-02,8.276508607802900153e-03,-1.208994862015422625e-02,1.332375476978886031e+00,-2.379770596394837137e-02,1.332375476978886031e+00,-2.379770596394837137e-02,0.000000000000000000e+00
1.481202212490959624e+01,6.610433042553064631e+00,8.949143182510942152e-02,8.191355336747065119e-03,-1.212215717190114235e-02,1.331383970718404974e+00,-2.380277918282994176e-02,1.331383970718404974e+00,-2.380277918282994176e-02,0.000000000000000000e+00
1.482202212490959603e+01,6.611226339347769709e+00,8.945576464032982400e-02,8.105646877205007622e-03,-1.215269336860898795e-02,1.330387813779646988e+00,-2.380650982268030236e-02,1.330387813779646988e+00,-2.380650982268030236e-02,0.000000000000000000e+00
1.483202212490959582e+01,6.612017467408254134e+00,8.942033761852494211e-02,8.019401183269315309e-03,-1.218157188139734962e-02,1.329387082666891651e+00,-2.380892502890536583e-02,1.329387082666891651e+00,-2.380892502890536583e-02,0.000000000000000000e+00
1.484202212490959738e+01,6.612806426447579433e+00,8.938514949942830135e-02,7.932636032386933267e-03,-1.220880776892999640e-02,1.328381853965965087e+00,-2.381005143320209794e-02,1.328381853965965087e+00,-2.381005143320209794e-02,0.000000000000000000e+00
1.485202212490959717e+01,6.613593215335479059e+00,8.935019897662617450e-02,7.845369087189879923e-03,-1.223441630128654402e-02,1.327372204362676555e+00,-2.380991557064133721e-02,1.327372204362676555e+00,-2.380991557064133721e-02,0.000000000000000000e+00
1.486202212490959695e+01,6.614377832103861543e+00,8.931548469817401914e-02,7.757617894282029143e-03,-1.225841295629669786e-02,1.326358210643747482e+00,-2.380854387738610273e-02,1.326358210643747482e+00,-2.380854387738610273e-02,0.000000000000000000e+00
1.487202212490959674e+01,6.615160273946804281e+00,8.928100526659643599e-02,7.669399884239170954e-03,-1.228081341954024262e-02,1.325339949696816122e+00,-2.380596269069158721e-02,1.325339949696816122e+00,-2.380596269069158721e-02,0.000000000000000000e+00
1.488202212490959653e+01,6.615940537222009254e+00,8.924675923995066540e-02,7.580732370528977040e-03,-1.230163358441095471e-02,1.324317498510265034e+00,-2.380219824401573828e-02,1.324317498510265034e+00,-2.380219824401573828e-02,0.000000000000000000e+00
1.489202212490959631e+01,6.616718617471644137e+00,8.921274524499886449e-02,7.491632443162208124e-03,-1.232088963867969574e-02,1.323290934186335033e+00,-2.379727612775264789e-02,1.323290934186335033e+00,-2.379727612775264789e-02,0.000000000000000000e+00
1.490202212490959610e+01,6.617494509333988972e+00,8.917896205351273642e-02,7.402116901476179546e-03,-1.233859817641261118e-02,1.322260333990631587e+00,-2.379122091068570227e-02,1.322260333990631587e+00,-2.379122091068570227e-02,0.000000000000000000e+00
1.491202212490959589e+01,6.618268206692070166e+00,8.914540841253790204e-02,7.312202399171095768e-03,-1.235477595020189300e-02,1.321225775314059714e+00,-2.378405697366761662e-02,1.321225775314059714e+00,-2.378405697366761662e-02,0.000000000000000000e+00
1.492202212490959568e+01,6.619039702725898699e+00,8.911208303081512294e-02,7.221905453254858810e-03,-1.236943982701804896e-02,1.320187335660935490e+00,-2.377580858201945591e-02,1.320187335660935490e+00,-2.377580858201945591e-02,0.000000000000000000e+00
1.493202212490959724e+01,6.619808989912472796e+00,8.907898457878024590e-02,7.131242444043054372e-03,-1.238260678820989925e-02,1.319145092648981610e+00,-2.376649988553061754e-02,1.319145092648981610e+00,-2.376649988553061754e-02,0.000000000000000000e+00
1.494202212490959703e+01,6.620576060025775256e+00,8.904611168856430004e-02,7.040229615159014284e-03,-1.239429392950456427e-02,1.318099124009325607e+00,-2.375615491845880362e-02,1.318099124009325607e+00,-2.375615491845880362e-02,0.000000000000000000e+00
1.495202212490959681e+01,6.621340904148373063e+00,8.901346297351683812e-02,6.948883055212659414e-03,-1.240451847271089973e-02,1.317049507584198587e+00,-2.374479750780107354e-02,1.317049507584198587e+00,-2.374479750780107354e-02,0.000000000000000000e+00
1.496202212490959660e+01,6.622103512641774437e+00,8.898103720125410954e-02,6.857218538627342375e-03,-1.241329793201330009e-02,1.315996321371816213e+00,-2.373245043981877384e-02,1.315996321371816213e+00,-2.373245043981877384e-02,0.000000000000000000e+00
1.497202212490959639e+01,6.622863875135333700e+00,8.894883320304447505e-02,6.765251606939072689e-03,-1.242065002966440471e-02,1.314939643535737224e+00,-2.371913589204492287e-02,1.314939643535737224e+00,-2.371913589204492287e-02,0.000000000000000000e+00
1.498202212490959617e+01,6.623621980685831190e+00,8.891684977684094493e-02,6.672997652513148505e-03,-1.242659252799079364e-02,1.313879552323875766e+00,-2.370487592212865147e-02,1.313879552323875766e+00,-2.370487592212865147e-02,0.000000000000000000e+00
1.499202212490959596e+01,6.624377817787319600e+00,8.888508568753242245e-02,6.580471918011520163e-03,-1.243114322474246115e-02,1.312816126064133337e+00,-2.368969246814170773e-02,1.312816126064133337e+00,-2.368969246814170773e-02,0.000000000000000000e+00
1.500202212490959752e+01,6.625131374371121318e+00,8.885353966694380101e-02,6.487689496392774584e-03,-1.243431995309282959e-02,1.311749443164406781e+00,-2.367360734857845359e-02,1.311749443164406781e+00,-2.367360734857845359e-02,0.000000000000000000e+00
1.501202212490959731e+01,6.625882637805830200e+00,8.882221041383592253e-02,6.394665330912200317e-03,-1.243614058163872854e-02,1.310679582112576069e+00,-2.365664226235587864e-02,1.310679582112576069e+00,-2.365664226235587864e-02,0.000000000000000000e+00
1.502202212490959710e+01,6.626631594915992629e+00,8.879109665794776562e-02,6.301414156482839680e-03,-1.243662306449500737e-02,1.309606621475271071e+00,-2.363881848517040279e-02,1.309606621475271071e+00,-2.363881848517040279e-02,0.000000000000000000e+00
1.503202212490959688e+01,6.627378231898804373e+00,8.876019730115318473e-02,6.207950369200488164e-03,-1.243578559775028805e-02,1.308530639980071575e+00,-2.362015617998554362e-02,1.308530639980071575e+00,-2.362015617998554362e-02,0.000000000000000000e+00
1.504202212490959667e+01,6.628122534430322510e+00,8.872951124924206845e-02,6.114288178547694699e-03,-1.243364641829377941e-02,1.307451716434702371e+00,-2.360067521976601593e-02,1.307451716434702371e+00,-2.360067521976601593e-02,0.000000000000000000e+00
1.505202212490959646e+01,6.628864487763057589e+00,8.869903737854852033e-02,6.020441637767414041e-03,-1.243022373351188904e-02,1.306369929662568152e+00,-2.358039536312570711e-02,1.306369929662568152e+00,-2.358039536312570711e-02,0.000000000000000000e+00
1.506202212490959624e+01,6.629604076726054451e+00,8.866877453598299985e-02,5.926424643833586720e-03,-1.242553572128399925e-02,1.305285358502702442e+00,-2.355933625418683147e-02,1.305285358502702442e+00,-2.355933625418683147e-02,0.000000000000000000e+00
1.507202212490959603e+01,6.630341285724892231e+00,8.863872153903239182e-02,5.832250937451134709e-03,-1.241960052998247917e-02,1.304198081809774701e+00,-2.353751742257987473e-02,1.304198081809774701e+00,-2.353751742257987473e-02,0.000000000000000000e+00
1.508202212490959582e+01,6.631076098743876379e+00,8.860887717771320782e-02,5.737934101343477103e-03,-1.241243627954444553e-02,1.303108178452744292e+00,-2.351495827446332260e-02,1.303108178452744292e+00,-2.351495827446332260e-02,0.000000000000000000e+00
1.509202212490959738e+01,6.631808499351191877e+00,8.857924033144770615e-02,5.643487454029498876e-03,-1.240406116607150125e-02,1.302015727330742223e+00,-2.349167753385816848e-02,1.302015727330742223e+00,-2.349167753385816848e-02,0.000000000000000000e+00
1.510202212490959717e+01,6.632538470615279458e+00,8.854981001509004690e-02,5.548924004144422002e-03,-1.239449352592388205e-02,1.300920807451707351e+00,-2.346769300821704290e-02,1.300920807451707351e+00,-2.346769300821704290e-02,0.000000000000000000e+00
1.511202212490959695e+01,6.633265995271720783e+00,8.852058522552282149e-02,5.454256593394507351e-03,-1.238375163668206658e-02,1.299823497789196036e+00,-2.344302235118821132e-02,1.299823497789196036e+00,-2.344302235118821132e-02,0.000000000000000000e+00
1.512202212490959674e+01,6.633991055765854128e+00,8.849156493258625300e-02,5.359497905936633395e-03,-1.237185369466789822e-02,1.298723877249345904e+00,-2.341768311326560686e-02,1.298723877249345904e+00,-2.341768311326560686e-02,0.000000000000000000e+00
1.513202212490959653e+01,6.634713634252772607e+00,8.846274807907815452e-02,5.264660468378284941e-03,-1.235881781494457300e-02,1.297622024670872287e+00,-2.339169274178889285e-02,1.297622024670872287e+00,-2.339169274178889285e-02,0.000000000000000000e+00
1.514202212490959631e+01,6.635433712597325062e+00,8.843413358075394304e-02,5.169756649777555724e-03,-1.234466203131664649e-02,1.296518018825071117e+00,-2.336506858094340375e-02,1.296518018825071117e+00,-2.336506858094340375e-02,0.000000000000000000e+00
1.515202212490959610e+01,6.636151272379720467e+00,8.840572033555059439e-02,5.074798653635690868e-03,-1.232940430343318697e-02,1.295411938412561970e+00,-2.333782782859833774e-02,1.295411938412561970e+00,-2.333782782859833774e-02,0.000000000000000000e+00
1.516202212490959589e+01,6.636866294871521355e+00,8.837750737094714204e-02,4.979798383448816659e-03,-1.231306265865603558e-02,1.294303862109027259e+00,-2.330998682684683881e-02,1.294303862109027259e+00,-2.330998682684683881e-02,0.000000000000000000e+00
1.517202212490959568e+01,6.637578760999158334e+00,8.834949380576057054e-02,4.884767473650053135e-03,-1.229565516080021945e-02,1.293193868597383389e+00,-2.328156123864905114e-02,1.293193868597383389e+00,-2.328156123864905114e-02,0.000000000000000000e+00
1.518202212490959724e+01,6.638288651505014570e+00,8.832167873452909101e-02,4.789717401906828757e-03,-1.227719975848812206e-02,1.292082036415941104e+00,-2.325256662958391160e-02,1.292082036415941104e+00,-2.325256662958391160e-02,0.000000000000000000e+00
1.519202212490959703e+01,6.638995946964714179e+00,8.829406122618449482e-02,4.694659491243970313e-03,-1.225771427935979166e-02,1.290968443943615540e+00,-2.322301847724427340e-02,1.290968443943615540e+00,-2.322301847724427340e-02,0.000000000000000000e+00
1.520202212490959681e+01,6.639700627787126663e+00,8.826664032405216742e-02,4.599604910043591892e-03,-1.223721643007291519e-02,1.289853169399921562e+00,-2.319293217123686440e-02,1.289853169399921562e+00,-2.319293217123686440e-02,0.000000000000000000e+00
1.521202212490959660e+01,6.640402674214363365e+00,8.823941504585106066e-02,4.504564672045170345e-03,-1.221572379630283568e-02,1.288736290844982646e+00,-2.316232301318232531e-02,1.288736290844982646e+00,-2.316232301318232531e-02,0.000000000000000000e+00
1.522202212490959639e+01,6.641102066328387288e+00,8.821238440302070494e-02,4.409549619625547506e-03,-1.219325385965369136e-02,1.287617886176533943e+00,-2.313120612545803076e-02,1.287617886176533943e+00,-2.313120612545803076e-02,0.000000000000000000e+00
1.523202212490959617e+01,6.641798784003764666e+00,8.818554755544087687e-02,4.314570281369169494e-03,-1.216982415133195661e-02,1.286498033200485391e+00,-2.309959570247660174e-02,1.286498033200485391e+00,-2.309959570247660174e-02,0.000000000000000000e+00
1.524202212490959596e+01,6.642492806918754766e+00,8.815890371973204853e-02,4.219636953451333210e-03,-1.214545215872556323e-02,1.285376809611654680e+00,-2.306750545167768340e-02,1.285376809611654680e+00,-2.306750545167768340e-02,0.000000000000000000e+00
1.525202212490959752e+01,6.643184114689394626e+00,8.813245208721617874e-02,4.124759783362584413e-03,-1.212015522010603114e-02,1.284254292858209689e+00,-2.303494901053563387e-02,1.284254292858209689e+00,-2.303494901053563387e-02,0.000000000000000000e+00
1.526202212490959553e+01,6.643872686876192368e+00,8.810619182438696184e-02,4.029948770030362601e-03,-1.209395052373614041e-02,1.283130560135568032e+00,-2.300193994553201976e-02,1.283130560135568032e+00,-2.300193994553201976e-02,0.000000000000000000e+00
1.527202212490959710e+01,6.644558502984135195e+00,8.808012207290980000e-02,3.935213763818809322e-03,-1.206685510786988796e-02,1.282005688386382625e+00,-2.296849175215556066e-02,1.282005688386382625e+00,-2.296849175215556066e-02,0.000000000000000000e+00
1.528202212490959688e+01,6.645241542462684059e+00,8.805424194962190032e-02,3.840564466529011907e-03,-1.203888586075255694e-02,1.280879754300553675e+00,-2.293461785490220894e-02,1.280879754300553675e+00,-2.293461785490220894e-02,0.000000000000000000e+00
1.529202212490959667e+01,6.645921784710849600e+00,8.802855057505788727e-02,3.746010406772697261e-03,-1.201005954728782098e-02,1.279752834314781040e+00,-2.290033147185565471e-02,1.279752834314781040e+00,-2.290033147185565471e-02,0.000000000000000000e+00
1.530202212490959646e+01,6.646599209017717946e+00,8.800304722195331775e-02,3.651560801786060163e-03,-1.198039295787475464e-02,1.278625004696956058e+00,-2.286564489347805984e-02,1.278625004696956058e+00,-2.286564489347805984e-02,0.000000000000000000e+00
1.531202212490959624e+01,6.647273794605265351e+00,8.797773119734576819e-02,3.557224664969611816e-03,-1.194990278529365485e-02,1.277496341489324339e+00,-2.283057005473218548e-02,1.277496341489324339e+00,-2.283057005473218548e-02,0.000000000000000000e+00
1.532202212490959603e+01,6.647945520734788616e+00,8.795260178320292443e-02,3.463010869759598417e-03,-1.191860555233400717e-02,1.276366920394706561e+00,-2.279511883925309720e-02,1.276366920394706561e+00,-2.279511883925309720e-02,0.000000000000000000e+00
1.533202212490959582e+01,6.648614366709539425e+00,8.792765823701276240e-02,3.368928149397028803e-03,-1.188651761200129608e-02,1.275236816773987369e+00,-2.275930307702753175e-02,1.275236816773987369e+00,-2.275930307702753175e-02,0.000000000000000000e+00
1.534202212490959738e+01,6.649280311874722571e+00,8.790289979178340929e-02,3.274985096927659264e-03,-1.185365514751699975e-02,1.274106105646118925e+00,-2.272313454439390396e-02,1.274106105646118925e+00,-2.272313454439390396e-02,0.000000000000000000e+00
1.535202212490959717e+01,6.649943335617496842e+00,8.787832565604332402e-02,3.181190165202059470e-03,-1.182003417231860566e-02,1.272974861688114689e+00,-2.268662496404234147e-02,1.272974861688114689e+00,-2.268662496404234147e-02,0.000000000000000000e+00
1.536202212490959695e+01,6.650603417369187476e+00,8.785393504788964469e-02,3.087551637552225434e-03,-1.178567056321535612e-02,1.271843159238125187e+00,-2.264978584281913260e-02,1.271843159238125187e+00,-2.264978584281913260e-02,0.000000000000000000e+00
1.537202212490959674e+01,6.651260536542574542e+00,8.782972733336440185e-02,2.994077497771057816e-03,-1.175058019859748400e-02,1.270711072384154594e+00,-2.261262779827839797e-02,1.270711072384154594e+00,-2.261262779827839797e-02,0.000000000000000000e+00
1.538202212490959653e+01,6.651914672589354538e+00,8.780570190028871846e-02,2.900775547019623576e-03,-1.171477882713574566e-02,1.269578674887574143e+00,-2.257516117314919274e-02,1.269578674887574143e+00,-2.257516117314919274e-02,0.000000000000000000e+00
1.539202212490959631e+01,6.652565805085053796e+00,8.778185811165740982e-02,2.807653456381862221e-03,-1.167828201537893934e-02,1.268446040087890969e+00,-2.253739627505294690e-02,1.268446040087890969e+00,-2.253739627505294690e-02,0.000000000000000000e+00
1.540202212490959610e+01,6.653213913730231965e+00,8.775819530609205166e-02,2.714718766642728112e-03,-1.164110514811156349e-02,1.267313240901550619e+00,-2.249934337457992761e-02,1.267313240901550619e+00,-2.249934337457992761e-02,0.000000000000000000e+00
1.541202212490959766e+01,6.653858978350478459e+00,8.773471279784100796e-02,2.621978888288172254e-03,-1.160326342835381157e-02,1.266180349821957929e+00,-2.246101270528924609e-02,1.266180349821957929e+00,-2.246101270528924609e-02,0.000000000000000000e+00
1.542202212490959568e+01,6.654500978896411567e+00,8.771140987677940315e-02,2.529441101505226427e-03,-1.156477187736160671e-02,1.265047438919467027e+00,-2.242241446370888541e-02,1.265047438919467027e+00,-2.242241446370888541e-02,0.000000000000000000e+00
1.543202212490959724e+01,6.655139895443032749e+00,8.768828584312075847e-02,2.437112526396381738e-03,-1.152564536941539167e-02,1.263914579847436270e+00,-2.238355864361837866e-02,1.263914579847436270e+00,-2.238355864361837866e-02,0.000000000000000000e+00
1.544202212490959703e+01,6.655775708129061385e+00,8.766534013753116139e-02,2.345000000031758312e-03,-1.148589876068201350e-02,1.262781843929514203e+00,-2.234445440240135500e-02,1.262781843929514203e+00,-2.234445440240135500e-02,0.000000000000000000e+00
1.545202212490959681e+01,6.656408397216005746e+00,8.764257221714041868e-02,2.253110192181753159e-03,-1.144554676154703986e-02,1.261649302078761359e+00,-2.230511066546884968e-02,1.261649302078761359e+00,-2.230511066546884968e-02,0.000000000000000000e+00
1.546202212490959660e+01,6.657037943158337967e+00,8.761998151432187631e-02,2.161449653305946850e-03,-1.140460389465197157e-02,1.260517024715382073e+00,-2.226553633807906024e-02,1.260517024715382073e+00,-2.226553633807906024e-02,0.000000000000000000e+00
1.547202212490959639e+01,6.657664326604262328e+00,8.759756743708860260e-02,2.070024814356645221e-03,-1.136308449529140931e-02,1.259385081765951542e+00,-2.222574030361307990e-02,1.259385081765951542e+00,-2.222574030361307990e-02,0.000000000000000000e+00
1.548202212490959617e+01,6.658287528395709920e+00,8.757532936909347143e-02,1.978841986778878941e-03,-1.132100271141305535e-02,1.258253542663425817e+00,-2.218573142357484207e-02,1.258253542663425817e+00,-2.218573142357484207e-02,0.000000000000000000e+00
1.549202212490959596e+01,6.658907529568345751e+00,8.755326666962909288e-02,1.887907362510404374e-03,-1.127837250361771355e-02,1.257122476347122264e+00,-2.214551853759115507e-02,1.257122476347122264e+00,-2.214551853759115507e-02,0.000000000000000000e+00
1.550202212490959752e+01,6.659524311348960168e+00,8.753137870441649038e-02,1.797226987716208594e-03,-1.123520767674225478e-02,1.255991951270289952e+00,-2.210511031624182166e-02,1.255991951270289952e+00,-2.210511031624182166e-02,0.000000000000000000e+00
1.551202212490959731e+01,6.660137855099166337e+00,8.750966497072623640e-02,1.706806644610724122e-03,-1.119152200295934867e-02,1.254862035483242710e+00,-2.206451465210446800e-02,1.254862035483242710e+00,-2.206451465210446800e-02,0.000000000000000000e+00
1.552202212490959710e+01,6.660748142367671321e+00,8.748812498256046399e-02,1.616651958414509847e-03,-1.114732910445429687e-02,1.253732796559137608e+00,-2.202373921893075251e-02,1.253732796559137608e+00,-2.202373921893075251e-02,0.000000000000000000e+00
1.553202212490959688e+01,6.661355154951008828e+00,8.746675822913355103e-02,1.526768446220278788e-03,-1.110264241505302257e-02,1.252604301519610663e+00,-2.198279168383943799e-02,1.252604301519610663e+00,-2.198279168383943799e-02,0.000000000000000000e+00
1.554202212490959667e+01,6.661958874894295946e+00,8.744556417533184967e-02,1.437161516790052109e-03,-1.105747518076070912e-02,1.251476616833981703e+00,-2.194167970530851511e-02,1.251476616833981703e+00,-2.194167970530851511e-02,0.000000000000000000e+00
1.555202212490959646e+01,6.662559284491231359e+00,8.742454226171372800e-02,1.347836470555158032e-03,-1.101184045976179478e-02,1.250349808419258579e+00,-2.190041093317515730e-02,1.250349808419258579e+00,-2.190041093317515730e-02,0.000000000000000000e+00
1.556202212490959624e+01,6.663156366284095355e+00,8.740369190450952841e-02,1.258798499616232709e-03,-1.096575112241997101e-02,1.249223941640147828e+00,-2.185899300863578670e-02,1.249223941640147828e+00,-2.185899300863578670e-02,0.000000000000000000e+00
1.557202212490959603e+01,6.663750103060452901e+00,8.738301251922693524e-02,1.170052667794410466e-03,-1.091921987602846589e-02,1.248099081316291326e+00,-2.181743345137301254e-02,1.248099081316291326e+00,-2.181743345137301254e-02,0.000000000000000000e+00
1.558202212490959582e+01,6.664340477801975915e+00,8.736250364204360686e-02,1.081603796715635731e-03,-1.087225938419970027e-02,1.246975291800022090e+00,-2.177573906959636915e-02,1.246975291800022090e+00,-2.177573906959636915e-02,0.000000000000000000e+00
1.559202212490959738e+01,6.664927473724977069e+00,8.734216483125979702e-02,9.934565563448638243e-04,-1.082488216578715579e-02,1.245852636916426004e+00,-2.173391643875360185e-02,1.245852636916426004e+00,-2.173391643875360185e-02,0.000000000000000000e+00
1.560202212490959717e+01,6.665511074335237929e+00,8.732199562036764562e-02,9.056155196559530565e-04,-1.077710055445422338e-02,1.244731179893058481e+00,-2.169197213936938790e-02,1.244731179893058481e+00,-2.169197213936938790e-02,0.000000000000000000e+00
1.561202212490959695e+01,6.666091263429011704e+00,8.730199551866424379e-02,8.180851624552170015e-04,-1.072892669952778960e-02,1.243610983358867994e+00,-2.164991275441407320e-02,1.243610983358867994e+00,-2.164991275441407320e-02,0.000000000000000000e+00
1.562202212490959674e+01,6.666668025093011707e+00,8.728216401125156454e-02,7.308698633814883581e-04,-1.068037256599826956e-02,1.242492109344210061e+00,-2.160774486930379379e-02,1.242492109344210061e+00,-2.160774486930379379e-02,0.000000000000000000e+00
1.563202212490959653e+01,6.667241343704422007e+00,8.726250055903655989e-02,6.439739039061029031e-04,-1.063144993451960174e-02,1.241374619280836367e+00,-2.156547507190039945e-02,1.241374619280836367e+00,-2.156547507190039945e-02,0.000000000000000000e+00
1.564202212490959631e+01,6.667811203928030395e+00,8.724300461381859217e-02,5.574014557786404270e-04,-1.058217041762025620e-02,1.240258574007418124e+00,-2.152310988041569034e-02,1.240258574007418124e+00,-2.152310988041569034e-02,0.000000000000000000e+00
1.565202212490959610e+01,6.668377590670667487e+00,8.722367573326347823e-02,4.711564743647554026e-04,-1.053254557360082735e-02,1.239144033840440029e+00,-2.148065518569222676e-02,1.239144033840440029e+00,-2.148065518569222676e-02,0.000000000000000000e+00
1.566202212490959766e+01,6.668940489107241021e+00,8.720451350776675659e-02,3.852427635133909615e-04,-1.048258682940397986e-02,1.238031058534047935e+00,-2.143811660479090497e-02,1.238031058534047935e+00,-2.143811660479090497e-02,0.000000000000000000e+00
1.567202212490959568e+01,6.669499884731677319e+00,8.718551750313079107e-02,2.996640406198265629e-04,-1.043230543276292034e-02,1.236919707211408204e+00,-2.139549976881506207e-02,1.236919707211408204e+00,-2.139549976881506207e-02,0.000000000000000000e+00
1.568202212490959724e+01,6.670055763358392120e+00,8.716668726125111066e-02,2.144239367628137391e-04,-1.038171245351818608e-02,1.235810038363060803e+00,-2.135281032018807035e-02,1.235810038363060803e+00,-2.135281032018807035e-02,0.000000000000000000e+00
1.569202212490959703e+01,6.670608111122296791e+00,8.714802230011642337e-02,1.295259967047893580e-04,-1.033081878361777166e-02,1.234702109846899098e+00,-2.131005391265343440e-02,1.234702109846899098e+00,-2.131005391265343440e-02,0.000000000000000000e+00
1.570202212490959681e+01,6.671156914478790334e+00,8.712952211380860235e-02,4.497367889170805939e-05,-1.027963513711702484e-02,1.233595978888186062e+00,-2.126723621127470792e-02,1.233595978888186062e+00,-2.126723621127470792e-02,0.000000000000000000e+00
1.571202212490959660e+01,6.671702160202002574e+00,8.711118617981435108e-02,-3.922965046982432530e-05,-1.022817205829430927e-02,1.232491702082674001e+00,-2.122436285757027530e-02,1.232491702082674001e+00,-2.122436285757027530e-02,0.000000000000000000e+00
1.572202212490959639e+01,6.672243835345871510e+00,8.709301406063947593e-02,-1.230808101655008694e-04,-1.017644002383410323e-02,1.231389335458093592e+00,-2.118143897768934997e-02,1.231389335458093592e+00,-2.118143897768934997e-02,0.000000000000000000e+00
1.573202212490959617e+01,6.672781927254147760e+00,8.707500536700374383e-02,-2.065767751077126149e-04,-1.012444939955149670e-02,1.230288934457882677e+00,-2.113846935802976557e-02,1.230288934457882677e+00,-2.113846935802976557e-02,0.000000000000000000e+00
1.574202212490959596e+01,6.673316423608289583e+00,8.705715968606586586e-02,-2.897145976265900320e-04,-1.007221038029131738e-02,1.229190553873131586e+00,-2.109545880254980882e-02,1.229190553873131586e+00,-2.109545880254980882e-02,0.000000000000000000e+00
1.575202212490959752e+01,6.673847312429649570e+00,8.703947658155346268e-02,-3.724914060431205897e-04,-1.001973299156454916e-02,1.228094247839931930e+00,-2.105241213325164187e-02,1.228094247839931930e+00,-2.105241213325164187e-02,0.000000000000000000e+00
1.576202212490959731e+01,6.674374582079476426e+00,8.702195559376303680e-02,-4.549044046690894775e-04,-9.967027089548384164e-03,1.227000069839361274e+00,-2.100933419018129189e-02,1.227000069839361274e+00,-2.100933419018129189e-02,0.000000000000000000e+00
1.577202212490959710e+01,6.674898221258914077e+00,8.700459623956004196e-02,-5.369508738071683464e-04,-9.914102361086151588e-03,1.225908072697487583e+00,-2.096622983142867186e-02,1.225908072697487583e+00,-2.096622983142867186e-02,0.000000000000000000e+00
1.578202212490959688e+01,6.675418219008443010e+00,8.698739801426412510e-02,-6.186281711672915766e-04,-9.860968325926453698e-03,1.224818308586308691e+00,-2.092310392420389242e-02,1.224818308586308691e+00,-2.092310392420389242e-02,0.000000000000000000e+00
1.579202212490959667e+01,6.675934564678035699e+00,8.697036046888535765e-02,-6.999338006149262654e-04,-9.807634416461328067e-03,1.223730829071076887e+00,-2.087996097216456362e-02,1.223730829071076887e+00,-2.087996097216456362e-02,0.000000000000000000e+00
